concept_id	concept_level	exercise_id	exercise_level	exercise_type_id
1	B	12	B1	42
1	B	22	B2	52
2	B	45	B1	36
2	B	68	B2	59
3	B	93	B1	45
3	B	114	B2	66
4	B	132	B1	45
4	B	151	B2	64
5	B	170	B1	44
5	B	191	B2	65
6	B	208	B1	43
6	B	229	B2	64
7	B	245	B1	41
7	B	263	B2	59
8	A	22111	A1	8
8	A	22120	A2	17
9	B	331	B1	49
9	B	347	B2	65
10	B	354	B1	33
10	B	382	B2	61
11	B	403	B1	43
11	B	410	B2	50
12	B	433	B1	34
12	B	466	B2	67
13	B	483	B1	45
13	B	494	B2	56
14	B	515	B1	38
14	B	541	B2	64
15	B	554	B1	38
15	B	580	B2	64
16	B	600	B1	45
16	B	615	B2	60
17	B	632	B1	38
17	B	656	B2	62
18	B	669	B1	36
18	B	687	B2	54
19	B	720	B1	48
19	B	733	B2	61
20	B	747	B1	36
20	B	775	B2	64
21	B	782	B1	32
21	B	817	B2	67
22	B	824	B1	35
22	B	844	B2	55
23	B	871	B1	43
23	B	884	B2	56
24	B	908	B1	41
24	B	927	B2	60
25	B	937	B1	31
25	B	969	B2	63
26	B	989	B1	44
26	B	1010	B2	65
27	B	1030	B1	46
27	B	1041	B2	57
28	B	1067	B1	44
28	B	1090	B2	67
29	B	1100	B1	38
29	B	1123	B2	61
30	B	1137	B1	36
30	B	1154	B2	53
31	B	1175	B1	35
31	B	1207	B2	67
32	B	1228	B1	49
32	B	1230	B2	51
33	B	1261	B1	43
33	B	1268	B2	50
34	B	1303	B1	46
34	B	1321	B2	64
35	B	1334	B1	38
35	B	1357	B2	61
36	B	1372	B1	37
36	B	1391	B2	56
37	B	1421	B1	47
37	B	1426	B2	52
38	B	1444	B1	31
38	B	1465	B2	52
39	B	1494	B1	42
39	B	1510	B2	58
40	B	1534	B1	43
40	B	1551	B2	60
41	B	1579	B1	49
41	B	1593	B2	63
42	B	1615	B1	46
42	B	1622	B2	53
43	B	1656	B1	48
43	B	1672	B2	64
44	B	1696	B1	49
44	B	1707	B2	60
45	B	1735	B1	49
45	B	1744	B2	58
46	B	1774	B1	49
46	B	1783	B2	58
47	B	1798	B1	34
47	B	1817	B2	53
48	B	1846	B1	43
48	B	1867	B2	64
49	B	1890	B1	48
49	B	1899	B2	57
50	B	1913	B1	32
50	B	1945	B2	64
51	B	1951	B1	31
51	B	1977	B2	57
52	B	2006	B1	47
52	B	2016	B2	57
53	B	2039	B1	41
53	B	2057	B2	59
54	B	2076	B1	39
54	B	2090	B2	53
55	B	2123	B1	47
55	B	2139	B2	63
56	B	2164	B1	49
56	B	2178	B2	63
57	B	2195	B1	41
57	B	2211	B2	57
58	B	2236	B1	43
58	B	2245	B2	52
59	B	2276	B1	44
59	B	2285	B2	53
60	B	2317	B1	46
60	B	2332	B2	61
61	B	2343	B1	33
61	B	2363	B2	53
62	B	2396	B1	47
62	B	2411	B2	62
63	B	2420	B1	32
63	B	2454	B2	66
64	B	2465	B1	38
64	B	2477	B2	50
65	B	2513	B1	47
65	B	2529	B2	63
66	B	2543	B1	38
66	B	2564	B2	59
67	B	2582	B1	38
67	B	2594	B2	50
68	B	2619	B1	36
68	B	2640	B2	57
69	B	2664	B1	42
69	B	2677	B2	55
70	B	2704	B1	43
70	B	2722	B2	61
71	B	2748	B1	48
71	B	2757	B2	57
72	B	2788	B1	49
72	B	2799	B2	60
73	B	2821	B1	43
73	B	2838	B2	60
74	B	2853	B1	36
74	B	2869	B2	52
75	B	2889	B1	33
75	B	2919	B2	63
76	B	2928	B1	33
76	B	2949	B2	54
77	B	2965	B1	31
77	B	2995	B2	61
78	B	3021	B1	48
78	B	3038	B2	65
79	B	3046	B1	34
79	B	3067	B2	55
80	B	3092	B1	41
80	B	3106	B2	55
81	B	3121	B1	31
81	B	3146	B2	56
82	B	3165	B1	36
82	B	3193	B2	64
83	B	3203	B1	35
83	B	3230	B2	62
84	B	3256	B1	49
84	B	3271	B2	64
85	B	3284	B1	38
85	B	3303	B2	57
86	B	3316	B1	31
86	B	3344	B2	59
87	B	3367	B1	43
87	B	3380	B2	56
88	B	3411	B1	48
88	B	3415	B2	52
89	B	3436	B1	34
89	B	3453	B2	51
90	B	3477	B1	36
90	B	3506	B2	65
91	B	3527	B1	47
91	B	3537	B2	57
92	B	3550	B1	31
92	B	3586	B2	67
93	B	3600	B1	42
93	B	3618	B2	60
94	B	3637	B1	40
94	B	3649	B2	52
95	B	3669	B1	33
95	B	3697	B2	61
96	B	3715	B1	40
96	B	3740	B2	65
97	B	3761	B1	47
97	B	3781	B2	67
98	B	3800	B1	47
98	B	3812	B2	59
99	B	3831	B1	39
99	B	3853	B2	61
100	B	3878	B1	47
100	B	3898	B2	67
101	B	3911	B1	41
101	B	3928	B2	58
102	B	3954	B1	45
102	B	3976	B2	67
103	B	3993	B1	45
103	B	4004	B2	56
104	B	4032	B1	45
104	B	4045	B2	58
105	B	4075	B1	49
105	B	4089	B2	63
106	B	4096	B1	31
106	B	4119	B2	54
107	B	4146	B1	42
107	B	4164	B2	60
108	B	4179	B1	36
108	B	4196	B2	53
109	B	4225	B1	43
109	B	4234	B2	52
110	B	4258	B1	37
110	B	4286	B2	65
111	B	4298	B1	38
111	B	4314	B2	54
112	B	4339	B1	40
112	B	4350	B2	51
113	B	4378	B1	40
113	B	4388	B2	50
114	B	4420	B1	43
114	B	4439	B2	62
115	B	4457	B1	41
115	B	4471	B2	55
116	B	4495	B1	40
116	B	4521	B2	66
117	B	4531	B1	37
117	B	4551	B2	57
118	B	4582	B1	49
118	B	4584	B2	51
119	B	4620	B1	48
119	B	4636	B2	64
120	B	4647	B1	36
120	B	4674	B2	63
121	B	4685	B1	35
121	B	4705	B2	55
122	B	4728	B1	39
122	B	4747	B2	58
123	B	4767	B1	39
123	B	4780	B2	52
124	B	4815	B1	48
124	B	4819	B2	52
125	B	4839	B1	33
125	B	4863	B2	57
126	B	4884	B1	39
126	B	4902	B2	57
127	B	4918	B1	34
127	B	4943	B2	59
128	B	4960	B1	37
128	B	4974	B2	51
129	B	4993	B1	31
129	B	5029	B2	67
130	B	5036	B1	35
130	B	5062	B2	61
131	B	5077	B1	37
131	B	5095	B2	55
132	B	5120	B1	41
132	B	5138	B2	59
133	B	5158	B1	40
133	B	5183	B2	65
134	B	5188	B1	31
134	B	5220	B2	63
135	B	36661	B1	34
137	B	37173	B1	35
137	B	37178	B2	65
139	B	37488	B1	39
139	B	37490	B2	61
144	A	34040	A1	2
144	A	34046	A2	24
145	A	32210	A1	4
145	A	32226	A2	20
149	B	41984	B1	46
154	B	36644	B1	44
159	A	27327	A1	7
159	A	27345	A2	25
165	B	36793	B2	60
170	A	15192	A1	11
170	A	15202	A2	21
172	B	36806	B1	49
172	B	36813	B2	56
174	B	36818	B1	43
174	B	36826	B2	51
179	A	27593	A1	3
179	A	27611	A2	21
181	B	36968	B1	34
181	B	36974	B2	65
183	B	37035	B1	39
183	B	37040	B2	67
188	B	37064	B1	47
188	B	37065	B2	62
189	A	11598	A1	9
189	A	11607	A2	18
192	B	37090	B1	45
192	B	37095	B2	66
194	B	37099	B1	42
194	B	37108	B2	51
196	B	37131	B1	35
196	B	37136	B2	66
199	A	28003	A1	7
199	A	28016	A2	20
206	B	37198	B1	42
210	B	37226	B1	44
210	B	37230	B2	65
213	B	37273	B1	48
213	B	37281	B2	61
216	B	37298	B1	49
216	B	37299	B2	50
218	B	37306	B1	42
218	B	37311	B2	62
220	B	37323	B1	44
220	B	37327	B2	65
221	B	37344	B1	47
221	B	37350	B2	53
223	A	28790	A1	7
223	A	28795	A2	12
224	B	37384	B1	39
224	B	37393	B2	65
232	B	37417	B1	42
232	B	37419	B2	67
234	A	29091	A1	10
234	A	29095	A2	14
237	B	37451	B1	31
237	B	37461	B2	67
239	B	37470	B1	35
240	B	37496	B1	31
240	B	37506	B2	67
245	B	37569	B2	61
246	B	37577	B1	31
246	B	37579	B2	59
253	A	12969	A1	3
253	A	12984	A2	18
254	B	37646	B1	49
254	B	37647	B2	51
255	A	12998	A1	5
255	A	13012	A2	19
257	A	13083	A1	9
257	A	13086	A2	12
261	B	37763	B1	39
263	A	13192	A1	6
263	A	13198	A2	12
270	A	13469	A1	3
270	A	13492	A2	26
272	A	13526	A1	5
272	A	13546	A2	25
278	A	30071	A1	10
278	A	30078	A2	17
283	B	37871	B1	47
283	B	37876	B2	52
286	B	37922	B1	41
287	B	37933	B1	46
287	B	37939	B2	66
292	B	38006	B1	45
292	B	38009	B2	65
297	B	5561	B1	41
297	B	5578	B2	58
298	B	38120	B1	31
298	B	38127	B2	64
299	B	5592	B1	31
299	B	5628	B2	67
301	B	38142	B1	47
301	B	38143	B2	65
302	B	38149	B1	39
303	A	30670	A1	11
303	A	30673	A2	14
304	B	38192	B1	37
304	B	38199	B2	53
306	B	38225	B1	47
306	B	38227	B2	66
308	A	13981	A1	6
308	A	14001	A2	26
317	B	38291	B1	32
318	B	38307	B1	48
318	B	38309	B2	50
320	A	30748	A1	8
320	A	30758	A2	18
321	B	38335	B1	44
321	B	38340	B2	66
325	B	38357	B1	32
325	B	38365	B2	65
326	A	14175	A1	7
326	A	14190	A2	22
327	B	38389	B1	43
332	B	5703	B1	39
332	B	5728	B2	64
333	B	5738	B1	35
333	B	5753	B2	50
334	B	5775	B1	33
334	B	5804	B2	62
335	B	5829	B1	48
335	B	5833	B2	52
337	A	31267	A1	10
337	A	31276	A2	19
338	B	38563	B2	55
340	B	38575	B1	34
340	B	38581	B2	66
341	B	5870	B1	40
341	B	5890	B2	60
342	B	5906	B1	37
342	B	5929	B2	60
345	B	38722	B1	38
346	A	14486	A1	3
346	A	14509	A2	26
347	B	38740	B1	47
347	B	38743	B2	50
349	B	5960	B1	40
349	B	5985	B2	65
350	B	38773	B1	32
350	B	38782	B2	67
351	B	38791	B1	40
351	B	38795	B2	67
357	B	6020	B1	47
357	B	6029	B2	56
358	B	38811	B1	31
358	B	38818	B2	61
360	B	6056	B1	40
360	B	6067	B2	51
361	B	38833	B1	38
361	B	38837	B2	66
363	B	38844	B1	35
363	B	38848	B2	61
367	A	32078	A1	9
367	A	32091	A2	22
370	B	38900	B1	48
370	B	38902	B2	50
373	B	6124	B1	45
373	B	6135	B2	56
377	A	15023	A1	7
377	A	15038	A2	22
379	B	6165	B1	37
379	B	6179	B2	51
380	B	38977	B1	32
380	B	38983	B2	60
381	B	6218	B1	49
381	B	6228	B2	59
383	B	6253	B1	43
383	B	6272	B2	62
384	B	39018	B1	31
384	B	39028	B2	67
386	B	6285	B1	32
386	B	6313	B2	60
387	A	32459	A1	10
387	A	32474	A2	25
395	A	32629	A1	1
395	A	32633	A2	15
401	B	6356	B1	36
401	B	6372	B2	52
403	B	39267	B1	31
403	B	39273	B2	63
406	B	39332	B1	31
406	B	39340	B2	62
408	B	39347	B2	53
409	B	39361	B1	31
409	B	39366	B2	59
411	B	39419	B1	37
411	B	39423	B2	66
413	B	39457	B1	39
415	B	39465	B1	31
415	B	39474	B2	63
416	A	15723	A1	2
416	A	15745	A2	24
417	B	39522	B1	42
419	B	6442	B1	49
419	B	6443	B2	50
420	B	39587	B1	38
420	B	39592	B2	51
421	A	32828	A2	18
422	A	15975	A1	8
422	A	15984	A2	17
424	B	39668	B1	42
424	B	39676	B2	50
428	B	39680	B1	32
428	B	39687	B2	62
430	B	39702	B1	46
431	B	39723	B1	36
431	B	39728	B2	66
433	B	39746	B1	33
433	B	39753	B2	63
434	B	39763	B2	62
438	A	16245	A1	1
438	A	16263	A2	19
440	B	39794	B1	42
440	B	39795	B2	66
444	B	6526	B1	46
444	B	6530	B2	50
446	B	39812	B1	48
446	B	39820	B2	61
451	A	16476	A1	8
451	A	16483	A2	15
452	A	33015	A1	9
452	A	33020	A2	22
455	B	6577	B1	38
455	B	6589	B2	50
456	B	39857	B1	45
456	B	39860	B2	65
459	A	16583	A1	4
459	A	16604	A2	25
460	A	33043	A1	1
460	A	33044	A2	12
463	B	39893	B1	47
463	B	39896	B2	66
465	B	6637	B1	41
465	B	6646	B2	50
466	B	6681	B1	46
466	B	6694	B2	59
467	B	6706	B1	32
467	B	6736	B2	62
473	B	39934	B1	34
473	B	39940	B2	63
479	B	39952	B1	43
479	B	39960	B2	51
480	B	39963	B1	34
481	B	6786	B1	47
481	B	6806	B2	67
484	B	39994	B1	44
484	B	39999	B2	66
485	B	6826	B1	42
485	B	6840	B2	56
490	B	6862	B1	31
490	B	6889	B2	58
491	B	40005	B1	31
491	B	40013	B2	65
492	B	40040	B2	62
498	A	17158	A1	2
498	A	17181	A2	25
499	B	40113	B1	47
499	B	40114	B2	65
501	A	33387	A1	3
501	A	33391	A2	21
502	B	6939	B1	47
502	B	6958	B2	66
503	B	6977	B1	46
503	B	6987	B2	56
505	B	40135	B1	48
505	B	40144	B2	57
507	B	7016	B1	40
507	B	7039	B2	63
512	B	40224	B1	49
512	B	40232	B2	57
519	A	17472	A1	6
519	A	17482	A2	16
522	B	7077	B1	34
522	B	7107	B2	64
524	B	7126	B1	42
524	B	7147	B2	63
527	B	7163	B1	36
527	B	7191	B2	64
528	B	40353	B1	40
528	B	40357	B2	67
532	B	40386	B1	31
532	B	40390	B2	60
537	B	40432	B1	44
537	B	40435	B2	62
540	A	33646	A1	10
540	A	33648	A2	12
541	B	40444	B1	48
541	B	40446	B2	50
545	B	7245	B1	45
545	B	7262	B2	62
546	B	40548	B1	31
546	B	40551	B2	59
548	B	40581	B1	41
548	B	40584	B2	67
550	A	18163	A1	1
550	A	18184	A2	22
552	B	40646	B2	60
553	A	18256	A1	11
553	A	18261	A2	16
556	B	7295	B1	36
556	B	7309	B2	50
560	B	40687	B1	49
560	B	40696	B2	63
561	A	18449	A1	9
561	A	18457	A2	17
566	B	7352	B1	36
566	B	7383	B2	67
567	A	33838	A1	6
567	A	33845	A2	13
570	B	40796	B2	65
572	B	7413	B1	48
572	B	7429	B2	64
576	B	7446	B1	36
576	B	7476	B2	66
579	B	7499	B1	46
579	B	7512	B2	59
580	B	40904	B1	37
580	B	40913	B2	66
584	B	7545	B1	45
584	B	7567	B2	67
591	B	7588	B1	37
591	B	7607	B2	56
595	B	41034	B1	46
598	B	41083	B1	49
598	B	41090	B2	62
601	B	41137	B1	35
601	B	41143	B2	66
604	A	19285	A1	3
604	A	19301	A2	19
605	B	41179	B1	44
605	B	41185	B2	50
606	B	41209	B1	47
606	B	41211	B2	66
607	B	41230	B1	40
607	B	41235	B2	61
611	B	7664	B1	36
611	B	7686	B2	58
613	B	7714	B1	45
613	B	7730	B2	61
619	B	7749	B1	31
619	B	7774	B2	56
620	A	19598	A1	2
620	A	19621	A2	25
622	B	41304	B1	31
622	B	41314	B2	66
623	B	7803	B1	40
623	B	7817	B2	54
624	A	19679	A1	2
624	A	19694	A2	17
625	B	7837	B1	33
625	B	7869	B2	65
628	B	7890	B1	43
628	B	7907	B2	60
630	B	7936	B1	48
630	B	7938	B2	50
631	B	41427	B1	31
631	B	41437	B2	67
632	A	19907	A1	6
632	A	19925	A2	24
633	B	41449	B1	34
633	B	41455	B2	63
636	B	7972	B1	35
636	B	7996	B2	59
638	B	41498	B1	49
640	B	41502	B1	32
640	B	41508	B2	61
641	B	41516	B1	33
641	B	41522	B2	61
642	B	8025	B1	39
642	B	8053	B2	67
645	B	8064	B1	35
645	B	8091	B2	62
646	B	8107	B1	39
646	B	8119	B2	51
651	B	8148	B1	33
651	B	8174	B2	59
653	B	41556	B1	35
654	B	8204	B1	46
654	B	8225	B2	67
657	A	34399	A1	11
657	A	34404	A2	18
658	B	41566	B1	31
658	B	41574	B2	65
659	B	41614	B1	46
661	B	8240	B1	31
661	B	8268	B2	59
663	B	8296	B1	46
663	B	8314	B2	64
664	B	8332	B1	43
664	B	8349	B2	60
667	B	8374	B1	42
667	B	8382	B2	50
669	B	8411	B1	38
669	B	8435	B2	62
670	B	8454	B1	42
670	B	8462	B2	50
672	B	8496	B1	43
672	B	8507	B2	54
673	A	20578	A1	4
673	A	20586	A2	12
674	B	41701	B1	33
677	B	41756	B1	47
677	B	41759	B2	50
679	B	8538	B1	34
679	B	8569	B2	65
681	A	20753	A1	10
681	A	20767	A2	24
682	B	8594	B1	47
682	B	8613	B2	66
683	B	8619	B1	33
683	B	8646	B2	60
687	B	8667	B1	36
687	B	8682	B2	51
688	B	8718	B1	48
688	B	8725	B2	55
690	B	8756	B1	45
690	B	8770	B2	59
691	A	20891	A1	6
691	A	20901	A2	16
692	B	8787	B1	35
692	B	8804	B2	52
693	B	8824	B1	33
693	B	8853	B2	62
695	B	8864	B1	32
695	B	8897	B2	65
696	B	41989	B1	48
696	B	41997	B2	56
700	B	8926	B1	47
700	B	8934	B2	55
701	B	42083	B1	48
701	B	42090	B2	60
708	B	8981	B1	49
708	B	8989	B2	57
710	B	9010	B1	37
710	B	9029	B2	56
711	A	21341	A1	7
711	A	21348	A2	14
714	B	42329	B1	43
715	B	42341	B1	42
715	B	42347	B2	62
716	B	9054	B1	32
716	B	9086	B2	64
718	B	42394	B2	52
721	A	34841	A1	3
721	A	34846	A2	20
722	B	42446	B1	32
722	B	42454	B2	65
725	B	42492	B2	59
727	B	42521	B1	48
727	B	42523	B2	51
728	B	42532	B1	31
728	B	42542	B2	67
730	B	9118	B1	31
730	B	9139	B2	52
737	A	22027	A1	7
737	A	22045	A2	25
740	B	42633	B1	32
740	B	42638	B2	60
741	A	22187	A1	3
741	A	22210	A2	26
743	B	42691	B2	61
744	B	42705	B1	47
744	B	42707	B2	66
746	A	34986	A1	5
746	A	34993	A2	12
748	A	35031	A1	10
748	A	35033	A2	16
754	B	42974	B1	39
754	B	42975	B2	60
755	B	9260	B1	49
755	B	9266	B2	55
756	B	9294	B1	44
756	B	9310	B2	60
757	B	43045	B1	41
759	B	9325	B1	32
759	B	9346	B2	53
763	B	43067	B1	37
763	B	43075	B2	65
764	B	43084	B1	49
764	B	43087	B2	52
768	B	9391	B1	43
768	B	9413	B2	65
771	B	43225	B1	48
771	B	43231	B2	59
772	B	9429	B1	36
772	B	9451	B2	58
774	B	43264	B1	33
774	B	43274	B2	62
775	A	23662	A1	3
775	A	23685	A2	26
778	B	43306	B1	44
778	B	43313	B2	66
780	B	43329	B1	31
780	B	43339	B2	66
784	A	23699	A1	11
784	A	23705	A2	17
788	B	9547	B1	48
788	B	9557	B2	58
790	B	43382	B1	48
790	B	43387	B2	57
791	B	43414	B1	46
791	B	43417	B2	65
794	B	43427	B1	42
796	B	9586	B1	34
796	B	9602	B2	50
797	A	35435	A2	14
799	B	43465	B2	61
800	A	23862	A1	5
800	A	23879	A2	22
801	B	9648	B1	49
801	B	9660	B2	61
804	B	43484	B1	49
804	B	43494	B2	59
805	B	43512	B1	38
805	B	43519	B2	65
807	B	9697	B1	49
807	B	9705	B2	57
808	A	35483	A1	2
808	A	35488	A2	23
810	A	24033	A1	9
810	A	24043	A2	19
812	B	43536	B1	43
812	B	43544	B2	51
815	B	9746	B1	45
815	B	9754	B2	53
820	A	24060	A1	7
820	A	24069	A2	16
821	A	35511	A1	9
821	A	35516	A2	22
826	B	9805	B1	45
826	B	9814	B2	54
827	A	24198	A1	7
827	A	24212	A2	21
830	A	24252	A1	6
830	A	24259	A2	13
831	B	43641	B1	32
831	B	43649	B2	63
832	B	9854	B1	45
832	B	9864	B2	55
834	B	43700	B1	44
834	B	43704	B2	65
836	B	9903	B1	49
836	B	9914	B2	60
838	A	35672	A1	2
838	A	35678	A2	20
839	B	43775	B1	34
839	B	43785	B2	62
841	B	9949	B1	48
841	B	9962	B2	61
842	A	24450	A1	1
842	A	24473	A2	24
846	B	9979	B1	31
846	B	10013	B2	65
847	B	10036	B1	49
847	B	10042	B2	55
848	B	43887	B1	42
848	B	43895	B2	50
853	A	24664	A1	9
853	A	24667	A2	12
854	A	24801	A1	3
854	A	24815	A2	17
855	A	35836	A1	7
855	A	35838	A2	19
857	B	10082	B1	38
857	B	10105	B2	61
858	B	44023	B1	44
858	B	44027	B2	65
859	B	10122	B1	37
859	B	10137	B2	52
860	B	10164	B1	40
860	B	10179	B2	55
862	B	10205	B1	40
862	B	10232	B2	67
864	B	44079	B1	49
864	B	44081	B2	65
866	B	44089	B1	49
866	B	44097	B2	62
867	B	10254	B1	42
867	B	10264	B2	52
868	B	44107	B1	34
868	B	44110	B2	63
879	B	10320	B1	47
879	B	10338	B2	65
881	B	10363	B1	49
881	B	10372	B2	58
883	A	34382	A1	4
883	A	34384	A2	17
887	A	34701	A1	9
887	A	34708	A2	23
889	A	15266	A1	4
889	A	15278	A2	16
890	B	43555	B1	41
894	B	44813	B1	34
894	B	44820	B2	66
896	B	44136	B1	37
896	B	44140	B2	66
901	B	10438	B1	47
901	B	10442	B2	51
902	A	35986	A1	9
903	B	10463	B1	31
903	B	10499	B2	67
904	A	36024	A1	1
904	A	36027	A2	14
905	A	36039	A1	11
905	A	36041	A2	13
906	B	44201	B1	47
906	B	44205	B2	51
907	B	44260	B1	38
908	A	25500	A1	6
908	A	25514	A2	20
911	B	10522	B1	37
911	B	10542	B2	57
912	B	10562	B1	38
912	B	10582	B2	58
914	B	44314	B1	37
914	B	44318	B2	66
915	B	44324	B1	34
915	B	44330	B2	62
917	B	10609	B1	38
917	B	10624	B2	53
919	B	44338	B1	32
919	B	44344	B2	64
923	B	10666	B1	46
923	B	10678	B2	58
930	B	44450	B1	45
931	B	44461	B2	55
932	A	25858	A1	4
932	A	25880	A2	26
933	B	10716	B1	39
933	B	10738	B2	61
934	B	44474	B1	32
934	B	44483	B2	67
939	B	10764	B1	38
939	B	10777	B2	51
943	B	10819	B1	48
943	B	10825	B2	54
947	B	10861	B1	45
947	B	10866	B2	50
949	B	44552	B1	37
949	B	44559	B2	53
951	A	25916	A1	1
951	A	25936	A2	21
953	B	44626	B1	38
953	B	44628	B2	65
958	A	26253	A1	11
958	A	26255	A2	13
959	B	44649	B1	44
959	B	44654	B2	65
963	A	26389	A1	5
963	A	26401	A2	17
967	B	44776	B1	44
967	B	44780	B2	62
970	A	26583	A1	2
970	A	26597	A2	16
971	B	44845	B1	36
971	B	44854	B2	65
973	B	10939	B1	34
973	B	10965	B2	60
975	B	10979	B1	33
975	B	11000	B2	54
977	B	44906	B1	34
979	A	26892	A1	4
979	A	26914	A2	26
981	A	11023	A1	1
981	A	11047	A2	25
982	A	11055	A1	6
982	A	11074	A2	25
984	A	27140	A1	9
984	A	27150	A2	19
987	A	27221	A1	9
987	A	27224	A2	12
988	A	11085	A1	4
988	A	11099	A2	18
989	A	27245	A1	6
989	A	27261	A2	22
990	A	27273	A1	7
990	A	27280	A2	14
991	A	11113	A1	3
991	A	11135	A2	25
993	A	11145	A1	7
993	A	11156	A2	18
994	A	11170	A1	5
994	A	11179	A2	14
995	A	11193	A1	1
995	A	11216	A2	24
1000	A	11226	A1	3
1000	A	11239	A2	16
1001	A	11261	A1	11
1001	A	11265	A2	15
1002	A	27437	A1	9
1002	A	27450	A2	22
1004	A	11288	A1	9
1004	A	11305	A2	26
1006	A	11313	A1	6
1006	A	11322	A2	15
1007	A	11345	A1	11
1007	A	11357	A2	23
1014	A	11378	A1	11
1014	A	11383	A2	16
1016	A	11401	A1	6
1016	A	11419	A2	24
1017	A	11429	A1	7
1017	A	11435	A2	13
1018	A	11453	A1	4
1018	A	11468	A2	19
1019	A	11478	A1	2
1019	A	11501	A2	25
1020	A	11509	A1	6
1020	A	11517	A2	14
1021	B	37007	B1	34
1021	B	37012	B2	65
1022	A	11535	A1	4
1022	A	11543	A2	12
1024	A	27730	A1	4
1024	A	27752	A2	26
1026	A	27764	A1	11
1026	A	27773	A2	20
1027	A	11565	A1	3
1027	A	11588	A2	26
1029	A	27840	A1	6
1029	A	27855	A2	21
1031	A	27863	A1	2
1031	A	27885	A2	24
1032	A	11628	A1	9
1032	A	11638	A2	19
1033	A	11657	A1	11
1033	A	11661	A2	15
1034	A	27978	A1	9
1034	A	27995	A2	26
1036	A	11681	A1	6
1036	A	11698	A2	23
1037	A	11710	A1	8
1037	A	11718	A2	16
1039	A	11741	A1	11
1039	A	11747	A2	17
1040	A	11768	A1	11
1040	A	11781	A2	24
1041	A	28028	A1	5
1041	A	28041	A2	18
1042	A	11792	A1	7
1042	A	11810	A2	25
1043	A	28088	A1	11
1043	A	28094	A2	17
1044	A	28107	A1	3
1044	A	28117	A2	13
1046	A	11822	A1	7
1046	A	11841	A2	26
1047	A	11853	A1	11
1047	A	11858	A2	16
1048	A	11875	A1	6
1048	A	11889	A2	20
1049	A	28198	A1	10
1049	A	28204	A2	16
1050	A	28253	A1	11
1050	A	28266	A2	24
1052	A	11909	A1	10
1052	A	11921	A2	22
1056	A	11936	A1	7
1056	A	11941	A2	12
1061	A	28379	A1	2
1061	A	28397	A2	20
1062	A	28408	A1	4
1062	A	28429	A2	25
1063	A	28433	A1	2
1063	A	28446	A2	15
1064	A	28549	A1	10
1064	A	28557	A2	18
1065	A	11970	A1	6
1065	A	11984	A2	20
1066	A	28571	A1	5
1066	A	28590	A2	24
1067	A	12002	A1	10
1067	A	12004	A2	12
1069	A	12027	A1	7
1069	A	12043	A2	23
1070	A	12051	A1	4
1070	A	12061	A2	14
1071	A	28594	A1	1
1071	A	28610	A2	17
1072	A	28625	A1	5
1072	A	28636	A2	16
1073	A	12077	A1	1
1073	A	12092	A2	16
1074	A	12111	A1	8
1074	A	12120	A2	17
1075	A	12131	A1	1
1075	A	12144	A2	14
1077	A	12168	A1	10
1077	A	12174	A2	16
1078	B	37336	B1	45
1078	B	37340	B2	65
1080	B	37359	B1	33
1080	B	37367	B2	62
1081	A	12193	A1	5
1081	A	12205	A2	17
1082	A	12218	A1	3
1082	A	12237	A2	22
1083	A	12251	A1	9
1083	A	12256	A2	14
1084	A	12280	A1	11
1084	A	12293	A2	24
1085	A	12299	A1	3
1085	A	12320	A2	24
1088	A	28820	A1	10
1088	A	28829	A2	19
1091	A	28896	A1	5
1091	A	28912	A2	21
1093	B	37401	B1	48
1093	B	37403	B2	51
1094	A	29003	A1	4
1094	A	29024	A2	25
1096	A	12335	A1	2
1096	A	12354	A2	21
1097	A	12362	A1	2
1097	A	12381	A2	21
1099	A	12397	A1	9
1099	A	12412	A2	24
1100	A	12424	A1	9
1100	A	12434	A2	19
1101	A	29054	A1	1
1101	A	29072	A2	19
1103	A	12453	A1	9
1103	A	12458	A2	14
1104	A	12473	A1	2
1104	A	12496	A2	25
1106	A	12510	A1	11
1106	A	12515	A2	16
1108	A	12537	A1	10
1108	A	12540	A2	13
1112	A	29171	A1	9
1112	A	29183	A2	21
1113	A	12568	A1	10
1113	A	12572	A2	14
1114	A	12594	A1	9
1114	A	12597	A2	12
1115	A	12619	A1	7
1115	A	12633	A2	21
1116	A	12647	A1	8
1116	A	12658	A2	19
1117	A	12674	A1	8
1117	A	12687	A2	21
1118	A	29199	A1	9
1118	A	29203	A2	13
1119	A	12703	A1	9
1119	A	12718	A2	24
1120	A	12723	A1	2
1120	A	12745	A2	24
1121	A	12758	A1	10
1121	A	12764	A2	16
1122	A	12784	A1	9
1122	A	12789	A2	14
1123	A	29284	A1	11
1123	A	29297	A2	24
1124	A	12814	A1	11
1124	A	12825	A2	22
1125	A	12836	A1	6
1125	A	12845	A2	15
1126	A	29383	A1	1
1126	A	29399	A2	17
1127	A	12864	A1	6
1127	A	12882	A2	24
1128	A	12896	A1	11
1128	A	12909	A2	24
1129	A	12916	A1	4
1129	A	12927	A2	15
1130	A	12950	A1	11
1130	A	12957	A2	18
1133	A	13025	A1	5
1133	A	13042	A2	22
1134	A	13052	A1	5
1134	A	13065	A2	18
1136	A	13112	A1	11
1136	A	13119	A2	18
1137	A	13130	A1	2
1137	A	13152	A2	24
1139	A	13157	A1	1
1139	A	13171	A2	15
1140	A	29607	A1	6
